MolWt,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,TPSA,FractionCSP3,predicted_log_ic50,predicted_ic50_nM
458.35285403021135,2.255443004105093,1.5692212289062524,6.291149687612071,8.584692270647373,3.0061838742505906,26.129549014116726,0.0016077432854680884,0.7676057779645853,5.856063508537538
342.8051315539965,-1.57299541478893,1.1005818312687459,7.50820465931504,4.775789159485678,2.9692821299958467,55.79220987242696,0.6916140509662698,0.8655217753778928,7.3370550124087375
328.66799636979044,1.571134316250764,0.267815391317035,8.974058103694556,4.670307135020767,2.8649087233811144,91.67307168888367,0.3263242205376784,0.8680514514927935,7.379916558846869
357.3527489424656,-0.7295466233529333,1.6969298144824667,7.955301609775135,3.884652119535811,3.2130016565746824,81.54332307695087,0.1634560324078479,0.912514977558061,8.175512324301524
378.35855852610496,-0.48373488471415893,0.6043571948037352,8.924814855851363,5.686382603851931,3.17410661819335,73.77950020788973,0.3634666659927557,0.9298942147297902,8.50930743598587
563.965863147906,4.46087263704452,3.8006906927720423,8.435301311262556,11.147788878882004,3.55451790277057,56.08670962607077,0.4340042230698835,1.0768025163624733,11.93445294178351
420.7449051019486,-1.3065393653484663,1.9001645134988214,7.618699945734476,7.455665588764914,3.414826503989593,123.94182965855383,0.3498951334952837,1.1754894371739564,14.979228204139018
568.7687157984815,2.5235536956785554,2.1199107100485475,7.5066396552888985,8.92087125246136,3.0794174005898114,24.86542504864936,0.5975291804483459,1.1935899764715652,15.616725494045841
349.8850558060517,0.6438979217958365,3.043103768282331,6.7087674510534505,9.3269889994145,3.2315944067694513,53.222385571412204,0.39434628503127855,1.2363170494365432,17.231260553402866
504.13339528219547,3.219962677589856,2.3365457930712012,9.88828751227442,11.534986320307695,2.6915403648358303,43.34589189503666,0.6461402497566144,1.236819275409365,17.251198620078092
435.89652253082556,3.642052006656705,1.4032944861807666,9.022332346502544,10.966316203852596,2.891368012351495,45.403537823626586,0.6232275380716961,1.2373309051476031,17.27153373278407
475.31489514983105,-0.9699602859779191,4.527647408445541,5.189020630686011,10.654843283331852,2.8250552115968115,41.91116747259955,0.17195383682814547,1.2404001604618404,17.394027824495815
274.5307819803392,-1.3725745743363222,0.6908099823649932,9.887208819911905,7.106773154143307,3.077839063156956,58.781678775980865,0.3351474345302883,1.2574868584978842,18.09201164035212
562.2193777369644,1.77794944244184,1.5179635482187348,9.725541447604284,6.057439979559891,3.8090370045877653,119.60760362699834,0.0656596271744887,1.288875702097946,19.448033865982094
550.137917263903,-0.14655732856589188,3.9708282700734623,8.959881617278237,11.825228197742899,2.8320941718766877,52.93990983133793,0.39686442097434704,1.304046143826978,20.139382196083627
540.8730161461294,0.43070469892533136,3.7043994384117402,6.257449324700871,9.438881393837868,2.5328980603899804,43.93326164334488,0.07161641423939802,1.314577126929031,20.63370071383203
438.2496307186036,2.2378832737624474,4.986898914769779,9.487273004481324,9.618414412612792,3.599773673812336,32.665516451570824,0.13347486565547229,1.320606310434936,20.922149952691196
562.2993439526183,4.26263160312489,1.336880247051706,9.15178412234234,11.883048851958137,3.4843579658993296,21.129124694120513,0.7245338006922202,1.3219747979422831,20.988180859228756
357.00241099771597,-0.13698743244163114,1.4292479748068054,7.646027392554309,10.744730683442647,3.9752027489846586,47.13894930484554,0.49162552073507515,1.3258371121468604,21.175667650430363
551.470113666061,-0.27044503360864236,2.433671730844174,5.177304133991565,8.926933513193617,3.330942824955964,23.835392813040414,0.8175595092473953,1.3273028837088237,21.24725762106383
409.92474418482993,1.760316655078598,0.6269212957269688,6.353296151248912,11.888442880510278,3.392263839704484,22.397065021120856,0.8407160864378993,1.328466966713238,21.30428516824711
433.5868538429562,-1.894706136269869,0.7287020916288789,5.541044561584525,8.4247432325819,3.0126597681024405,31.937719130515106,0.5541663562528697,1.3289165904249096,21.326352849029274
543.7787570899621,1.8455452073552454,4.263593189618449,7.653913004098963,8.029747031669135,3.395133804315473,98.99127930222876,0.19226662928000726,1.3310457024534852,21.431161174812782
483.7033554517444,2.783774008106528,1.0031406997898429,9.809999563664478,10.13119339943201,3.192467046686093,111.21538472479892,0.014108718341496407,1.337051321959519,21.729579490402948
345.49088150726607,4.2408901394760905,1.6735181160683448,7.2372726285696976,7.446444337185915,3.349140451061563,29.999394848291715,0.9781649585227475,1.33982554723309,21.868829933437382
584.5668669894757,0.15997337308603488,1.5385602366915814,7.782368109918018,8.564551545183914,3.7163804002948164,39.17363602247891,0.3987801165802768,1.3658395781879196,23.218789709639847
320.91626736510284,2.140492414135604,2.86154103673879,5.498716868536243,8.251779001962689,3.266344910048077,41.07764438436446,0.17445354899931498,1.3694813675299797,23.414310189559508
391.34515941778164,1.9089391663876505,3.0279062187452337,8.936696772319207,3.6263041400937115,3.0963374054692685,44.42551309285473,0.26453998791305866,1.370107069834532,23.448068266563286
599.1677454497865,0.07432308146628319,0.7890941116303068,7.77680957347211,6.984351717366982,3.7188681838445152,31.974973687108342,0.09866232740722147,1.3824491587170729,24.12399105229791
307.96395038752013,2.5041347768223385,2.145447739483589,5.746360956120457,9.363685693632032,3.3010539107719152,73.56610042442492,0.8375494961084288,1.3867471045546813,24.36391661985958
376.38201558346987,-1.4560336645477139,2.4676048040459038,5.750006351184254,8.407872210141383,2.5383227329908356,108.45546667187705,0.32765354493468646,1.388270530676946,24.449530883787833
526.2103591547544,-1.5804933304079456,4.263420958114756,5.277070040304473,9.724184395720629,3.4130251021967557,33.09167750091793,0.31437034194330415,1.3901462552944073,24.555357155838266
445.56372620229354,3.6116252740129884,1.4272465536970658,7.066966350859689,8.903061570356561,3.015458050768092,35.77127913696758,0.5129881261280131,1.4089009527791279,25.638992350413236
453.92457604680374,-0.17032007766249468,1.8260209049168619,7.422409849234313,10.50233384870615,3.821009445769522,35.34719806609694,0.7482748038355377,1.4137835318499663,25.928866510580978
238.25941339849143,0.4850816627803316,0.9855259116805382,9.236246741873943,6.750793372873721,3.4385564198690486,100.92972298326775,0.652296454782014,1.4202665498967357,26.318828244239015
499.7910094039783,4.037688493904307,0.9210000645026006,8.314465234208905,1.935219917581776,3.9106414460771735,26.318486033353228,0.36711903131721424,1.4233455172817995,26.506080785493804
330.0763650151395,-0.26175260040307613,4.941533971549258,7.972398163345464,7.63969756437907,3.6066557706563693,32.44802829391484,0.2923595607906355,1.4243992216948762,26.570469086204362
400.39150087039286,-0.16421543717652853,3.1687574233507316,9.272319837977793,5.7085254033214685,2.9662959941823233,22.732973033481315,0.039367156619276256,1.4291713978447094,26.864044478103597
