MolWt,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,TPSA,FractionCSP3,predicted_log_ic50,predicted_ic50_nM,Lipinski_Violations,Drug_likeness,Toxicity_Score,Overall_Score
458.35285403021135,2.255443004105093,1.5692212289062524,6.291149687612071,8.584692270647373,3.00618387425059,26.129549014116726,0.001607743285468,0.7676057779645853,5.856063508537538,0,5,1.0,0.7
342.8051315539965,-1.57299541478893,1.100581831268746,7.50820465931504,4.775789159485678,2.9692821299958467,55.79220987242696,0.6916140509662698,0.8655217753778928,7.3370550124087375,0,5,0.7852026106939153,0.7644392167918254
328.66799636979044,1.571134316250764,0.267815391317035,8.974058103694556,4.670307135020767,2.8649087233811144,91.67307168888368,0.3263242205376784,0.8680514514927935,7.379916558846869,0,5,1.0,0.7
357.3527489424656,-0.7295466233529333,1.6969298144824667,7.955301609775135,3.884652119535811,3.2130016565746824,81.54332307695087,0.1634560324078479,0.912514977558061,8.175512324301524,0,5,0.9242584596406513,0.7227224621078046
378.35855852610496,-0.4837348847141589,0.6043571948037352,8.924814855851363,5.686382603851931,3.17410661819335,73.77950020788973,0.3634666659927557,0.9298942147297902,8.50930743598587,0,5,0.9789874363462612,0.7063037690961216
563.965863147906,4.46087263704452,3.8006906927720414,8.435301311262556,11.147788878882004,3.55451790277057,56.08670962607077,0.4340042230698835,1.0768025163624733,11.93445294178351,1,4,1.0,0.5599999999999999
420.7449051019486,-1.3065393653484665,1.9001645134988212,7.618699945734476,7.455665588764914,3.414826503989593,123.94182965855384,0.3498951334952837,1.1754894371739564,14.979228204139018,0,5,0.9974408849671001,0.70076773450987
568.7687157984815,2.523553695678556,2.1199107100485475,7.506639655288898,8.92087125246136,3.0794174005898114,24.86542504864936,0.5975291804483459,1.1935899764715652,15.61672549404584,1,4,1.0,0.5599999999999999
349.8850558060517,0.6438979217958365,3.043103768282331,6.7087674510534505,9.3269889994145,3.2315944067694518,53.22238557141221,0.3943462850312785,1.2363170494365432,17.231260553402866,0,5,1.0,0.7
504.13339528219547,3.219962677589856,2.336545793071201,9.88828751227442,11.534986320307697,2.6915403648358303,43.34589189503666,0.6461402497566144,1.236819275409365,17.251198620078092,1,4,1.0,0.5599999999999999
435.8965225308256,3.642052006656705,1.4032944861807666,9.022332346502544,10.966316203852596,2.891368012351495,45.403537823626586,0.6232275380716961,1.2373309051476031,17.27153373278407,0,5,1.0,0.7
475.3148951498311,-0.9699602859779192,4.527647408445541,5.189020630686011,10.654843283331852,2.8250552115968115,41.91116747259955,0.1719538368281454,1.2404001604618404,17.394027824495815,0,5,1.0,0.7
274.5307819803392,-1.3725745743363222,0.6908099823649932,9.887208819911905,7.106773154143307,3.077839063156956,58.78167877598087,0.3351474345302883,1.2574868584978842,18.09201164035212,0,5,0.7050237287615526,0.7884928813715342
562.2193777369644,1.77794944244184,1.5179635482187348,9.725541447604284,6.057439979559891,3.809037004587765,119.60760362699834,0.0656596271744887,1.288875702097946,19.448033865982094,1,4,1.0,0.5599999999999999
550.137917263903,-0.1465573285658918,3.9708282700734623,8.959881617278237,11.8252281977429,2.832094171876688,52.93990983133793,0.396864420974347,1.304046143826978,20.139382196083627,1,4,1.0,0.5599999999999999
540.8730161461294,0.4307046989253313,3.70439943841174,6.257449324700871,9.438881393837868,2.5328980603899804,43.93326164334488,0.071616414239398,1.314577126929031,20.63370071383203,1,4,1.0,0.5599999999999999
438.2496307186036,2.2378832737624474,4.986898914769779,9.487273004481324,9.618414412612792,3.599773673812336,32.665516451570824,0.1334748656554722,1.320606310434936,20.9221499526912,0,5,1.0,0.7
562.2993439526183,4.26263160312489,1.336880247051706,9.15178412234234,11.883048851958137,3.4843579658993296,21.129124694120517,0.7245338006922202,1.3219747979422831,20.98818085922876,1,4,1.0,0.5599999999999999
357.002410997716,-0.1369874324416311,1.4292479748068054,7.646027392554309,10.744730683442649,3.975202748984658,47.13894930484554,0.4916255207350751,1.3258371121468604,21.175667650430363,0,5,1.0,0.7
551.470113666061,-0.2704450336086423,2.433671730844174,5.177304133991565,8.926933513193617,3.330942824955964,23.83539281304041,0.8175595092473953,1.3273028837088237,21.24725762106383,1,4,1.0,0.5599999999999999
409.92474418482993,1.760316655078598,0.6269212957269688,6.353296151248912,11.888442880510278,3.392263839704484,22.397065021120856,0.8407160864378993,1.328466966713238,21.30428516824711,0,5,1.0,0.7
433.5868538429562,-1.894706136269869,0.7287020916288789,5.541044561584525,8.4247432325819,3.0126597681024405,31.937719130515102,0.5541663562528697,1.3289165904249096,21.326352849029277,0,5,0.9097566137907451,0.7270730158627764
543.7787570899621,1.8455452073552452,4.263593189618449,7.653913004098963,8.029747031669135,3.395133804315473,98.99127930222876,0.1922666292800072,1.3310457024534852,21.431161174812782,1,4,1.0,0.5599999999999999
483.7033554517444,2.783774008106528,1.0031406997898429,9.809999563664478,10.13119339943201,3.192467046686093,111.21538472479892,0.0141087183414964,1.337051321959519,21.729579490402948,0,5,1.0,0.7
345.49088150726607,4.2408901394760905,1.6735181160683448,7.2372726285696976,7.446444337185915,3.349140451061563,29.999394848291715,0.9781649585227477,1.33982554723309,21.868829933437382,0,5,1.0,0.7
584.5668669894757,0.1599733730860348,1.5385602366915814,7.782368109918018,8.564551545183914,3.716380400294816,39.17363602247891,0.3987801165802768,1.3658395781879196,23.218789709639847,1,4,1.0,0.5599999999999999
320.91626736510284,2.140492414135604,2.86154103673879,5.498716868536243,8.251779001962689,3.266344910048077,41.07764438436446,0.1744535489993149,1.3694813675299795,23.414310189559508,0,5,1.0,0.7
391.3451594177816,1.9089391663876505,3.0279062187452337,8.936696772319207,3.626304140093712,3.0963374054692685,44.42551309285473,0.2645399879130586,1.370107069834532,23.448068266563286,0,5,1.0,0.7
599.1677454497865,0.0743230814662831,0.7890941116303068,7.77680957347211,6.984351717366982,3.7188681838445152,31.974973687108346,0.0986623274072214,1.3824491587170729,24.12399105229791,1,4,1.0,0.5599999999999999
307.96395038752013,2.5041347768223385,2.145447739483589,5.746360956120457,9.363685693632032,3.3010539107719152,73.56610042442492,0.8375494961084288,1.3867471045546813,24.36391661985958,0,5,1.0,0.7
376.38201558346987,-1.456033664547714,2.467604804045904,5.750006351184254,8.407872210141383,2.538322732990836,108.45546667187703,0.3276535449346864,1.388270530676946,24.449530883787837,0,5,0.7989903344748661,0.7603028996575402
526.2103591547544,-1.5804933304079456,4.263420958114756,5.277070040304473,9.724184395720629,3.413025102196756,33.09167750091793,0.3143703419433041,1.3901462552944073,24.555357155838266,1,4,1.0,0.5599999999999999
445.5637262022936,3.611625274012989,1.4272465536970658,7.066966350859689,8.903061570356561,3.015458050768092,35.77127913696758,0.5129881261280131,1.408900952779128,25.63899235041324,0,5,1.0,0.7
453.9245760468037,-0.1703200776624946,1.8260209049168616,7.422409849234313,10.50233384870615,3.821009445769522,35.34719806609694,0.7482748038355377,1.4137835318499663,25.928866510580978,0,5,1.0,0.7
238.25941339849143,0.4850816627803316,0.9855259116805382,9.236246741873943,6.750793372873721,3.4385564198690486,100.92972298326777,0.652296454782014,1.4202665498967355,26.31882824423901,0,5,0.8754267410924833,0.7373719776722549
499.7910094039783,4.037688493904307,0.9210000645026006,8.314465234208905,1.935219917581776,3.9106414460771735,26.318486033353228,0.3671190313172142,1.4233455172817997,26.506080785493804,0,5,1.0,0.7
330.0763650151395,-0.2617526004030761,4.941533971549258,7.972398163345464,7.63969756437907,3.606655770656369,32.44802829391484,0.2923595607906355,1.4243992216948762,26.57046908620436,0,5,0.974783986316971,0.7075648041049086
400.39150087039286,-0.1642154371765285,3.168757423350732,9.272319837977792,5.7085254033214685,2.9662959941823237,22.732973033481315,0.0393671566192762,1.4291713978447094,26.8640444781036,0,5,1.0,0.7
550.4574246128436,3.388664870289185,2.028069006459208,4.727281373060308,3.1800979101552103,2.6590045530182222,93.83591457124464,0.1963023084772787,1.429728971896582,26.89855634541016,1,4,1.0,0.5599999999999999
469.5430691552088,0.8554265741163327,0.5271044506421785,4.646373458229554,9.523790505592729,3.3693965939638324,88.74749584711144,0.2439189065999135,1.4317880108679717,27.026388218746156,0,5,1.0,0.7
391.4064961549615,0.9204263687383376,2.703334245163527,7.278893119216461,11.836571946632752,3.3326954371332453,37.25437817107048,0.8455985461731925,1.435118911123051,27.23446893875033,0,5,1.0,0.7
398.1965003391536,0.2599922387497209,4.13115574132985,9.964752365740628,10.397035690733798,3.263139311765514,27.784689411308065,0.7294961378375208,1.4391906351837156,27.4910061626804,0,5,1.0,0.7
369.4694621863074,1.753828406934839,2.4335968930682155,4.560342571237936,2.8565946897199868,3.771645599935012,133.96850786483557,0.202416571453244,1.4570387706679293,28.64433674398423,0,5,1.0,0.7
259.55743205590016,2.0928862838360853,1.5077526378874655,8.429203299457892,5.555114120603692,3.781759479762681,114.02345863612004,0.2653358149884331,1.4580980714581475,28.71428928804109,0,5,1.0,0.7
381.0566342904931,-1.0199537838624668,2.9661208701394544,7.792942670757766,10.912717072241282,2.858348003085873,113.15360508316463,0.2838076846871362,1.4593384082202503,28.79641396835545,0,5,0.8903925124836425,0.7328822462549072
237.7054967548565,-0.103849789294844,1.6633591886509564,4.580434534142483,9.22558895316444,3.319000156069454,52.72889671656864,0.473823591355998,1.4602186331278002,28.854837517643272,0,5,0.8006658685039583,0.7598002394488125
230.051844842878,-0.7074072266435176,2.197455808699314,7.960371022625664,7.903352536286036,3.789323495823824,127.34513083713304,0.1590858966383375,1.4676613612968612,29.35359928824277,0,5,0.7863444557184229,0.7640966632844731
382.4763841227842,-0.0805130987841056,0.9580436943626424,7.050553226230663,10.993764709272682,3.137821836699667,101.3167890425556,0.6872640452089326,1.475240301821816,29.870349341577768,0,5,1.0,0.7
226.07441490935568,-0.682841091232997,1.0590682866937673,6.144060497769079,3.0162382978735187,3.4063953953982327,88.9903386816669,0.5578087425342365,1.4770456211164993,29.994775870696408,0,5,0.7343060068170721,0.7797081979548783
484.5048041758825,2.22825080349209,4.226608744344102,7.37649221033394,8.831296611072087,2.54141473169361,101.36920319362746,0.0656144484234445,1.4771916813461383,30.00486529348356,0,5,1.0,0.7
493.84975016620376,4.611579167120434,2.855092081219996,6.880503662688122,11.882749028916743,3.777775283747935,30.498146302873156,0.9891434577411896,1.493007229799606,31.11768138991014,0,5,1.0,0.7
590.7079060757555,0.2844468547780141,3.955346839637301,5.860809601015894,6.440021809681927,3.0607123869833703,96.09204316800216,0.2607557308996794,1.4961176604846511,31.341347193559717,1,4,1.0,0.5599999999999999
